author,comment,likeCount,publishedAt
@dzfikhar2648,Inovasi xiomi bukan baru di cina. Sblm smsung keluarin versi layar lipat. Brand meizu udah bikin 2 layar yg keren lebih keren dr xiomi ini. Jadi yaa....,0,2025-10-29T15:08:06Z
@poncosetio,👍🏻❤,0,2025-10-29T15:06:56Z
@HanafiYusufSamAfghani,"Iya sih, kt menghindari hape flagship xiaomi dan lebih memilih midrange 13T buat daily karena itu, efisiensi daya dan all rounder nya.  Di xiaomi 12 gak nyaman banget panas sama battery life nya karena kamera oke lah cuma duh, ngerekam 1 jam aja dah musti charge lagi, medsosan 1 jam sisa 50 % wew

Software division nya musti improve lagi, hardware gila seperti itu harus dihandle software yang menguras semua potensinya dengan tidak menghilangkan kenyamanan pengguna. Imho",0,2025-10-29T15:06:31Z
@jihastv6265,Sini kumpul yang cuma nonton beli kagak,0,2025-10-29T15:06:04Z
@leeyongjie-dc3fw,yg jelas sprtnya Iphone yg niru ke gaya2 android,0,2025-10-29T15:05:54Z
@daripluto2102,🙃🙃🙃,0,2025-10-29T15:05:53Z
@andhitohadi,bang boleh kasih hp nya ke aku 1 bang untuk live gaming bg tolong bang david,0,2025-10-29T15:04:55Z
@abhiesuhendi2959,Iklannya Samsung s25 wkwkwkwkkw,0,2025-10-29T15:04:28Z
@ZalfaAbiyyuputra-fw5xm,bang habis itu review Oppo find x9,0,2025-10-29T15:03:52Z
@Dr_T192,"Kalian nonton ini, padahal kemarin2 udah nonton di reviewer lain kan. ??😂😂😂",1,2025-10-29T15:03:21Z
@effendilubis2534,keren nya xiaomi dari bran murah nya sampe flagsif nya charger nya sama bagus nya kulitas nya sama,0,2025-10-29T15:02:59Z
@kuzunohacompany8891,"23:55 wow, udh pake meta Ray-Ban aja nih 😅",0,2025-10-29T15:01:29Z
@batikmozu,"Aku dah beli xiomi 17 pro, saya coba buat vidio tentang cara bikin batik dan desain di YouTube shorts di Chanel saya hasilnya lumayan bagus kak cuma kalo vidio 4k 120 lampu sekitar jadi kedip kedip",0,2025-10-29T15:01:19Z
@neezy5598,Yang di tunggu,0,2025-10-29T15:01:03Z
@effendilubis2534,"nama emang niru, tapi desain belakang itu milik poco series lah.,aple niru poco desain belakang nya",0,2025-10-29T15:01:03Z
@BantuL007,17:46 itu dari Xiaomi Pad. bener kalo yg terpikir iPad karena you know lah.,0,2025-10-29T15:00:04Z
@RhicyZero,"Xiaomi perlu berbenah, chipset naga tak akan bisa maximal, masih kesalip sama demansity",0,2025-10-29T14:59:08Z
@diagussatriapermana6631,2-3 tahun kedepan kingfinix akan buat versi low budget 😅,0,2025-10-29T14:58:22Z
